Visual	Somatomotor	Dorsal Attention	Ventral Attention	Limbic	Frontoparietal	Default Mode	cluster
0.45711398	0.8122452	0.79398614	0.7024988	2.2036386	0.13616319	1.5216615	3
0.042399023	-0.16587265	0.29167536	-0.31215525	1.8430225	-0.68738747	0.65209365	1
-0.4611929	-1.1682028	-0.35862038	-1.3504559	0.88584495	-1.4786396	-0.4508311	2
-0.8920072	-1.8809816	-0.9958184	-2.103806	-0.3355053	-2.0345814	-1.4535052	0
-1.1174978	-2.10762	-1.4493011	-2.362474	-1.3996494	-2.1994915	-2.0826244	0
-1.0725167	-1.8213857	-1.5794504	-2.0680125	-1.9527435	-1.9024457	-2.2043111	0
-0.7771141	-1.1587743	-1.3314053	-1.3282423	-1.8255848	-1.2027977	-1.8371952	0
-0.3441822	-0.37246966	-0.7848035	-0.39656758	-1.0971651	-0.3107577	-1.1299345	2
0.04126841	0.251537	-0.15058188	0.40232316	-0.08585686	0.46937135	-0.3203603	1
0.1978933	0.5088968	0.3200115	0.8047241	0.76374274	0.8814132	0.3346692	1
0.062493835	0.38575158	0.48108864	0.7474369	1.0924877	0.86986667	0.66141933	1
-0.23542947	0.086458705	0.39188278	0.41879013	0.8401979	0.6242531	0.65868866	1
-0.42479336	-0.074238956	0.27753776	0.15565401	0.30643725	0.45481235	0.500433	1
-0.2712736	0.12382727	0.357277	0.22793782	-0.028396184	0.5699577	0.42091084	1
0.23255326	0.6384294	0.6620982	0.6516393	0.16724992	0.9182026	0.5463202	1
0.81880105	1.1685678	0.9887209	1.167781	0.8262751	1.2189529	0.79502684	3
1.0974265	1.345355	1.0362897	1.4086627	1.5094676	1.1622764	0.9269868	3
0.8148486	0.98105794	0.62831926	1.1379522	1.7019062	0.6307799	0.7126645	3
0.03558611	0.20028512	-0.14373106	0.40428722	1.1659163	-0.2106498	0.10467477	1
-0.8812478	-0.63403565	-0.9570681	-0.48474988	0.09936733	-1.0081745	-0.7046357	2
-1.4920125	-1.1407621	-1.4444515	-1.141656	-0.9972485	-1.4239066	-1.3786631	0
-1.5224365	-1.1363304	-1.4029129	-1.3149152	-1.6305132	-1.3212726	-1.625658	0
-1.0055865	-0.71492445	-0.8935883	-1.0138248	-1.5839255	-0.8248117	-1.36397	2
-0.23234022	-0.16175474	-0.18391323	-0.47801802	-0.9935468	-0.23074853	-0.7626726	2
0.43576387	0.22739784	0.41478485	-0.023518058	-0.22374724	0.16718903	-0.13724911	1
0.7675321	0.3043349	0.7070773	0.13529103	0.34845537	0.23016484	0.23023863	1
0.7625365	0.12168999	0.6834343	-0.012306262	0.51222426	0.023833591	0.2376957	1
0.608301	-0.12820446	0.4812649	-0.29205102	0.28876352	-0.2473456	-0.0021854888	1
0.5361189	-0.23747699	0.2813397	-0.46066856	-0.12232949	-0.37044695	-0.24652882	1
0.6694546	-0.09832095	0.20658457	-0.3509516	-0.4715012	-0.24330534	-0.26956043	1
0.95571405	0.24556129	0.27241063	0.031604595	-0.5936183	0.07849441	0.011425958	1
1.2172611	0.6323569	0.4022589	0.51344144	-0.48121598	0.42738092	0.4985172	1
1.280836	0.8794358	0.48892626	0.85778916	-0.25953546	0.63150823	0.98015594	1
1.093824	0.887592	0.46177033	0.90658766	-0.08256143	0.6144835	1.2581357	1
0.74940646	0.68753153	0.3204386	0.66805184	-0.024343854	0.42164794	1.2551064	1
0.41388345	0.40129742	0.1210924	0.29520154	-0.045192413	0.16418678	1.0397481	1
0.22126774	0.15386167	-0.0642035	-0.019569777	-0.049717143	-0.06198721	0.7652773	1
0.21182214	0.004695964	-0.18052123	-0.15274836	0.02530222	-0.21442294	0.5726113	1
0.33893275	-0.057629235	-0.20075789	-0.09328496	0.17270538	-0.28502	0.5212775	1
0.51052076	-0.07477353	-0.12679808	0.08480301	0.34585425	-0.26740783	0.5788245	1
0.62232554	-0.08117325	0.0041849334	0.2794224	0.5080214	-0.15580648	0.6573764	1
0.5749733	-0.098587014	0.115639925	0.40439364	0.6435567	0.026858997	0.664708	1
0.29424566	-0.15101628	0.10918252	0.4056498	0.7298851	0.2099051	0.540823	1
-0.23629366	-0.2723609	-0.09328724	0.25879022	0.71704245	0.2929137	0.26771662	1
-0.9493282	-0.4940605	-0.50512105	-0.035979018	0.54837257	0.19328155	-0.14097354	2
-1.7017531	-0.8205101	-1.0552398	-0.45072442	0.20492126	-0.10591095	-0.6514233	2
-2.3219252	-1.2070829	-1.6028115	-0.9183531	-0.269541	-0.532514	-1.206935	0
-2.6719182	-1.5523267	-1.9766701	-1.3241438	-0.7805921	-0.935952	-1.7152619	0
-2.6895378	-1.7126645	-2.024228	-1.5175682	-1.2114834	-1.1304412	-2.0481553	0
-2.389829	-1.5452641	-1.6591073	-1.3565185	-1.4429661	-0.96263	-2.0727847	0
-1.8346499	-0.97493523	-0.8997481	-0.7780725	-1.3695016	-0.3859818	-1.7110535	0
-1.1003225	-0.060947206	0.11277779	0.13502271	-0.93576974	0.48875394	-0.99720794	2
-0.26934457	0.9792541	1.1354866	1.139731	-0.19450955	1.4033283	-0.095856085	1
0.5565869	1.828612	1.8953725	1.9058753	0.6587496	2.041502	0.7428618	3
1.2528579	2.2094598	2.1993146	2.1646726	1.3337318	2.1739242	1.2830876	3
1.704344	2.037978	2.0321538	1.8583776	1.5866877	1.7847582	1.4150902	3
1.8629267	1.4916885	1.577323	1.1905556	1.3783724	1.0939623	1.2156646	3
1.782823	0.9224519	1.1273657	0.52336836	0.92515385	0.44150847	0.90824586	3
1.5928675	0.64936537	0.9227549	0.170278	0.57475936	0.093368225	0.72972256	1
1.4157922	0.76311654	1.0153946	0.21584031	0.5718029	0.09388627	0.78030026	1
1.2940261	1.0800433	1.2475688	0.4854527	0.88240415	0.26561928	0.960884	3
1.179601	1.2812288	1.3638349	0.683728	1.219748	0.3546142	1.0513461	3
0.99076146	1.1353087	1.1819627	0.5992973	1.2595694	0.21406274	0.8787686	3
0.68162453	0.64412105	0.7068045	0.23229067	0.8804062	-0.10448769	0.4502342	1
0.26779225	0.016227406	0.11238488	-0.23213857	0.24334912	-0.40835539	-0.051146876	1
-0.19911376	-0.49276456	-0.38566002	-0.5652196	-0.34010714	-0.5144612	-0.39999825	2
-0.6657719	-0.7431711	-0.6671824	-0.64025366	-0.632759	-0.3787258	-0.48384425	2
-1.0814142	-0.766329	-0.75696397	-0.49026787	-0.6090751	-0.11927079	-0.36278373	2
-1.3812025	-0.6990732	-0.7677319	-0.26257446	-0.4186667	0.06677558	-0.20333377	2
-1.4913152	-0.6721458	-0.8012509	-0.121807046	-0.24174818	0.024844566	-0.1559916	2
-1.3744149	-0.7374411	-0.88925195	-0.16552083	-0.17484176	-0.27326718	-0.27311817	2
-1.0787696	-0.86429125	-1.0028172	-0.38680696	-0.22384821	-0.7199699	-0.5081643	2
-0.73326874	-0.9787169	-1.095862	-0.6861038	-0.36373731	-1.1283547	-0.76569504	2
-0.4737891	-1.0073491	-1.1343366	-0.92052686	-0.57245696	-1.3219936	-0.95062464	2
-0.35318333	-0.9094842	-1.0973352	-0.9737488	-0.80412	-1.2193216	-0.99539053	2
-0.30976042	-0.6971245	-0.971276	-0.8186067	-0.95685947	-0.8750867	-0.87521386	2
-0.22300145	-0.43720394	-0.7571134	-0.53620297	-0.9067211	-0.45386034	-0.61941004	2
-0.012726711	-0.22438139	-0.4848223	-0.27163377	-0.60240364	-0.14360894	-0.3075384	2
0.29508582	-0.1308117	-0.21545124	-0.1496268	-0.1357589	-0.05843851	-0.039505985	1
0.5805309	-0.16713852	-0.02270951	-0.20794469	0.2879675	-0.19196968	0.10689772	1
0.7030438	-0.28717443	0.036341324	-0.39243296	0.46712315	-0.44422	0.10206792	1
0.58305466	-0.42769983	-0.05114622	-0.6026672	0.3197977	-0.6857119	-0.037092876	1
0.2494714	-0.5379957	-0.23463297	-0.73786294	-0.07967911	-0.8026167	-0.25742084	2
-0.15999284	-0.5687077	-0.39767316	-0.7108237	-0.5510802	-0.7057412	-0.46666616	2
-0.4412355	-0.44469196	-0.38723633	-0.448067	-0.8940599	-0.3355644	-0.528751	2
-0.4004819	-0.07763414	-0.08183483	0.08578191	-0.9573688	0.3044937	-0.29516277	2
0.053164914	0.56144726	0.5257337	0.8366428	-0.6765966	1.1033037	0.31101054	1
0.8385835	1.3617477	1.2852323	1.62955	-0.091501415	1.8410879	1.2017946	3
1.7051344	2.069245	1.9321922	2.2087767	0.65275764	2.2663763	2.1036263	3
2.327731	2.3963993	2.2110806	2.3494194	1.3348266	2.2186482	2.6584294	3
2.458442	2.1862915	2.0100567	1.9782163	1.7293236	1.7166716	2.6070004	3
2.0521412	1.5159025	1.4211875	1.2243189	1.7048117	0.9500145	1.9421958	3
1.2883469	0.6587215	0.68559325	0.36240536	1.2974476	0.17878403	0.9264112	1
0.47120473	-0.07223839	0.058421	-0.3223475	0.70717627	-0.39324018	-0.045427952	1
-0.13435982	-0.49580622	-0.32217038	-0.67146295	0.20202336	-0.6980842	-0.65424216	2
-0.4327524	-0.6395197	-0.48667723	-0.71689427	-0.025514785	-0.80134	-0.8105025	2
-0.52067095	-0.6844226	-0.58573484	-0.6387093	0.031797178	-0.83553237	-0.6691882	2
-0.59892106	-0.8260691	-0.7798014	-0.6432224	0.19028461	-0.9143822	-0.51140046	2
-0.8346249	-1.141567	-1.1331533	-0.83018005	0.1867361	-1.0686783	-0.571129	2
-1.2556199	-1.5353428	-1.5664015	-1.1225507	-0.15066527	-1.2252711	-0.9032703	0
-1.7297715	-1.7862318	-1.8872852	-1.3007431	-0.7715001	-1.2364855	-1.3560516	0
-2.0317993	-1.668292	-1.8840078	-1.1295502	-1.3982571	-0.9565538	-1.6557446	0
-1.9600662	-1.0854269	-1.4400958	-0.5131905	-1.6658124	-0.34097648	-1.5593479	0
-1.447981	-0.1515033	-0.61787677	0.41146952	-1.3366005	0.48305666	-0.99862057	2
-0.61690664	0.83332074	0.3368691	1.3100866	-0.46678957	1.2343073	-0.13880488	1
0.2619491	1.5126698	1.0873929	1.8116696	0.58717376	1.6026942	0.6872532	3
0.889006	1.6524234	1.363541	1.7116821	1.3452964	1.4259851	1.1445522	3
1.0844865	1.2688951	1.1049832	1.0953283	1.4721377	0.80613863	1.075277	3
0.87924755	0.6241064	0.5039476	0.2984411	0.97447026	0.075394474	0.58893245	1
0.48797756	0.08165628	-0.08757073	-0.27649474	0.19889623	-0.3806449	0.0054732873	1
0.17529655	-0.09408294	-0.3401776	-0.37916505	-0.37642953	-0.33611268	-0.3211952	2
0.097624846	0.124828644	-0.11766386	-0.03601955	-0.42751917	0.15625125	-0.20013547	1
0.22199444	0.53434366	0.45796907	0.48444906	0.030839503	0.8052476	0.29154345	1
0.36891612	0.8320049	1.0784763	0.8329443	0.6711808	1.2461878	0.8546203	3
0.3400481	0.79213536	1.4150021	0.7678942	1.0628413	1.233108	1.137419	3
0.04083279	0.38276058	1.2896259	0.27215356	0.92791057	0.76122093	0.9332416	1
-0.4713296	-0.22724578	0.7679296	-0.44814888	0.29279798	0.06762437	0.29733503	1
-1.0205035	-0.7564951	0.12767874	-1.0662664	-0.5373084	-0.48655322	-0.47738472	2
-1.3893019	-0.94192344	-0.2844852	-1.285663	-1.1471431	-0.60202587	-1.0101541	2
-1.4009811	-0.65751594	-0.24139574	-0.97741836	-1.2223811	-0.20988424	-1.0286897	2
-0.98760885	0.019770365	0.23040159	-0.24942522	-0.69959223	0.47046173	-0.5115891	2
-0.23091584	0.82528865	0.85400134	0.5890422	0.2066728	1.034603	0.29668894	1
0.64654595	1.4120883	1.2545122	1.1651963	1.1058896	1.1170894	1.0087656	3
1.3564	1.5139877	1.1769537	1.2254916	1.6155655	0.6077989	1.2931501	3
1.6654557	1.0861	0.63434255	0.765788	1.540488	-0.27852884	1.0411977	3
1.5006707	0.33368394	-0.110475495	0.027894096	0.95547146	-1.1287471	0.40782753	1
0.9730741	-0.40085298	-0.7149454	-0.64000636	0.14679857	-1.5711937	-0.29440987	2
0.30563974	-0.8275184	-0.9614157	-0.971636	-0.55039287	-1.473077	-0.7769739	2
-0.28443283	-0.85336447	-0.86107224	-0.9019985	-0.91846573	-0.97842526	-0.91732854	2
-0.67287874	-0.5942296	-0.6009513	-0.5554273	-0.93235874	-0.384402	-0.78143764	2
-0.8418865	-0.26306266	-0.39001566	-0.13426188	-0.71799505	0.045207713	-0.53350437	2
-0.8352725	-0.026650125	-0.32215452	0.20160359	-0.4452255	0.20859264	-0.31147093	2
-0.7045808	0.0706407	-0.3465612	0.3897008	-0.23280545	0.17265056	-0.15526834	1
-0.4848912	0.08124677	-0.34816712	0.44406328	-0.112321906	0.0801143	-0.022852562	1
-0.20367283	0.069659375	-0.26171872	0.40240774	-0.049296852	0.0366615	0.13802215	1
0.100896135	0.044574846	-0.12934105	0.290911	0.008988983	0.05305184	0.32659626	1
0.37584692	-0.044098645	-0.06620516	0.12140469	0.09048449	0.063022114	0.47888592	1
0.5676459	-0.2538143	-0.172274	-0.09757305	0.17887305	-0.017412968	0.5076919	1
0.6409194	-0.59297943	-0.4611902	-0.35607207	0.22251298	-0.23681779	0.3566744	1
0.5870436	-1.0024222	-0.8521618	-0.64325815	0.16508214	-0.5835773	0.03320678	2
0.42062175	-1.3807659	-1.2183733	-0.939846	-0.019127175	-0.985485	-0.3923198	2
0.17276098	-1.6285549	-1.4502728	-1.2015959	-0.3065178	-1.3264337	-0.8125865	2
-0.1109504	-1.6820211	-1.493604	-1.3530744	-0.63365746	-1.4808286	-1.1201305	0
-0.37004215	-1.5246897	-1.3492169	-1.3117517	-0.9264484	-1.3629802	-1.2422819	0
-0.5369765	-1.183154	-1.0503697	-1.0385612	-1.1276066	-0.97321105	-1.1643196	2
-0.55991167	-0.71708846	-0.6431015	-0.5817898	-1.2072982	-0.4125222	-0.93205124	2
-0.43026692	-0.2041288	-0.18078311	-0.07262928	-1.158412	0.15364602	-0.62793595	2
-0.18986014	0.28658822	0.27960125	0.3434504	-0.98614806	0.5762526	-0.3241534	1
0.099741675	0.72823393	0.69728434	0.60507715	-0.69671214	0.80940837	-0.032576747	1
0.40912816	1.1525409	1.077179	0.78952855	-0.2862749	0.944217	0.3139628	1
0.7665402	1.6190687	1.4727329	1.0634265	0.26108456	1.1478996	0.82064307	3
1.2186449	2.1391032	1.9320307	1.5426139	0.95236516	1.527748	1.5370983	3
1.7424129	2.6044397	2.4090333	2.1561213	1.7430992	2.0082037	2.3657386	3
2.1797276	2.7901285	2.715314	2.6260953	2.502568	2.3223622	3.0448256	3
2.2690904	2.4585106	2.5810804	2.6011322	3.02411	2.1487179	3.2427537	3
1.7840453	1.5135225	1.8157789	1.868306	3.0922835	1.3168144	2.7268105	3
0.699968	0.10364762	0.46831015	0.50823975	2.5810776	-0.052546386	1.5120541	1
-0.7295679	-1.4044738	-1.1338079	-1.106759	1.5358309	-1.5683908	-0.10282191	2
-2.0584648	-2.5766544	-2.512154	-2.4715598	0.19324093	-2.743601	-1.6443933	0
-2.8597262	-3.1010084	-3.262592	-3.1732514	-1.0853945	-3.220274	-2.6667476	0
-2.9368358	-2.9116724	-3.2416108	-3.0631654	-1.9536157	-2.921437	-2.9413288	0
-2.4048853	-2.187594	-2.606467	-2.295064	-2.230522	-2.0552404	-2.535623	0
-1.5973568	-1.2415768	-1.6986171	-1.2218628	-1.9776994	-0.9827064	-1.7448161	0
-0.8658966	-0.3673525	-0.85176766	-0.21196519	-1.4483366	-0.02913466	-0.9208569	2
-0.39922568	0.27840444	-0.23665044	0.5174296	-0.9310755	0.65797716	-0.29559654	1
-0.16145192	0.7076325	0.18020123	0.9630659	-0.5819816	1.1304957	0.106664345	1
0.031346634	1.0372505	0.554865	1.2648987	-0.35183787	1.5350864	0.4238925	1
0.35766298	1.3696046	1.0189826	1.5539273	-0.059310004	1.9549046	0.81202775	3
0.8580244	1.6926107	1.5609246	1.8268279	0.43631372	2.3103266	1.2975067	3
1.4009392	1.871477	2.0140774	1.9390742	1.085484	2.395853	1.7289597	3
1.7618189	1.7455732	2.163087	1.720891	1.6392444	2.031723	1.8665777	3
1.7586709	1.2634923	1.8951159	1.1267449	1.799474	1.2198595	1.5490263	3
1.3549378	0.5531595	1.2879812	0.30579868	1.4239516	0.18941599	0.8179039	3
0.6692474	-0.1292338	0.5753043	-0.45530662	0.635835	-0.69854426	-0.08890531	1
-0.097313486	-0.5334804	0.023022871	-0.8730717	-0.23959567	-1.118845	-0.8637725	2
-0.7515459	-0.5350655	-0.189887	-0.7999926	-0.8586073	-0.92011005	-1.2800349	2
-1.1575863	-0.16641262	-0.017632654	-0.28117672	-1.032005	-0.17261891	-1.2700963	2
-1.2405324	0.4363473	0.47509438	0.4775422	-0.7826396	0.8704111	-0.90630716	1
-0.9822218	1.1095034	1.1540701	1.200567	-0.27863833	1.8638589	-0.3323376	1
-0.43644485	1.7070287	1.8416241	1.651594	0.28419968	2.4844787	0.29582432	3
0.25586447	2.1114018	2.3415484	1.7225633	0.7679524	2.5429857	0.84161764	3
0.8941872	2.239543	2.4899037	1.4674352	1.1152899	2.0565915	1.2101585	3
1.2968061	2.0595317	2.2213154	1.0577202	1.3296977	1.2360344	1.3691747	3
1.3799236	1.6012679	1.6002738	0.67249405	1.4399515	0.37378165	1.3474724	3
1.1744806	0.9404877	0.78108305	0.38444144	1.4577827	-0.31228215	1.193645	1
0.77218175	0.16622002	-0.07774125	0.12321184	1.3416251	-0.77871644	0.92205155	1
0.258427	-0.63583857	-0.8757516	-0.24662675	1.0024618	-1.1276591	0.5032594	2
-0.3044301	-1.3714044	-1.5662954	-0.78420794	0.37763485	-1.4724196	-0.07703803	2
-0.84017134	-1.9246821	-2.1091259	-1.3795164	-0.46539143	-1.807034	-0.7390367	0
-1.224912	-2.180852	-2.4395545	-1.7921982	-1.2899215	-1.9881326	-1.2926096	0
-1.3115185	-2.082688	-2.4870336	-1.8020554	-1.7815065	-1.8446767	-1.5199857	0
-1.0098001	-1.6775385	-2.223283	-1.3613052	-1.728983	-1.3264383	-1.3068942	0
-0.36530328	-1.1119188	-1.6972631	-0.6395058	-1.1670898	-0.5753693	-0.7270689	2
0.4246804	-0.57372427	-1.03418	0.06285009	-0.37220895	0.12944596	-0.019916577	2
1.0767525	-0.22056207	-0.4048495	0.46517184	0.2869916	0.509407	0.52166057	1
1.3370544	-0.13248914	0.020412827	0.42859623	0.53898156	0.41875637	0.6830138	1
1.0893487	-0.29992628	0.12577061	-0.0044399044	0.3193957	-0.094303906	0.41100565	1
0.40377158	-0.6369997	-0.0998353	-0.6490337	-0.24586967	-0.8142813	-0.180238	2
-0.49614218	-1.0110992	-0.54332846	-1.2608567	-0.9429065	-1.451748	-0.87021494	2
-1.3305326	-1.2860447	-1.0065156	-1.6290065	-1.5755999	-1.7645506	-1.4266528	0
-1.8744221	-1.3716552	-1.2980026	-1.6522875	-2.0164363	-1.6605613	-1.6944909	0
-2.0281894	-1.259597	-1.327987	-1.3744167	-2.1987593	-1.2366513	-1.6438149	0
-1.8199314	-1.0216657	-1.1424879	-0.9571766	-2.0892053	-0.7276469	-1.3573229	0
-1.3536129	-0.76390517	-0.8712984	-0.5922736	-1.6807169	-0.38045478	-0.966334	2
-0.74374837	-0.56056803	-0.6275458	-0.39205873	-1.0125322	-0.31598717	-0.573088	2
-0.075350925	-0.41196233	-0.43491474	-0.3268543	-0.18812467	-0.46134079	-0.20612408	2
