run,index,valence_1,valence_2,arousal_1,arousal_2
S01E01R01,S01E01R01_clip0000,5,5,3,1
S01E01R01,S01E01R01_clip0001,5,5,3,1
S01E01R01,S01E01R01_clip0002,5,5,3,1
S01E01R01,S01E01R01_clip0003,5,5,3,1
S01E01R01,S01E01R01_clip0004,5,5,3,1
S01E01R01,S01E01R01_clip0005,5,5,3,1
S01E01R01,S01E01R01_clip0006,5,5,3,1
S01E01R01,S01E01R01_clip0007,5,5,3,1
S01E01R01,S01E01R01_clip0008,5,5,3,1
S01E01R01,S01E01R01_clip0009,5,5,3,1
S01E01R01,S01E01R01_clip0010,5,5,3,2
S01E01R01,S01E01R01_clip0011,5,5,3,2
S01E01R01,S01E01R01_clip0012,5,5,3,2
S01E01R01,S01E01R01_clip0013,5,5,3,2
S01E01R01,S01E01R01_clip0014,5,5,3,2
S01E01R01,S01E01R01_clip0015,5,5,3,2
S01E01R01,S01E01R01_clip0016,5,5,3,2
S01E01R01,S01E01R01_clip0017,5,5,3,2
S01E01R01,S01E01R01_clip0018,5,5,3,3
S01E01R01,S01E01R01_clip0019,5,5,3,3
S01E01R01,S01E01R01_clip0020,5,5,3,3
S01E01R01,S01E01R01_clip0021,5,5,3,3
S01E01R01,S01E01R01_clip0022,5,5,3,3
S01E01R01,S01E01R01_clip0023,5,4,3,3
S01E01R01,S01E01R01_clip0024,5,4,3,4
S01E01R01,S01E01R01_clip0025,5,4,3,4
S01E01R01,S01E01R01_clip0026,5,4,3,5
S01E01R01,S01E01R01_clip0027,5,4,3,5
S01E01R01,S01E01R01_clip0028,5,4,3,5
S01E01R01,S01E01R01_clip0029,5,1,3,10
S01E01R01,S01E01R01_clip0030,5,1,4,10
S01E01R01,S01E01R01_clip0031,5,1,4,9
S01E01R01,S01E01R01_clip0032,5,1,3,9
S01E01R01,S01E01R01_clip0033,5,1,3,9
S01E01R01,S01E01R01_clip0034,5,1,3,8
S01E01R01,S01E01R01_clip0035,5,1,3,8
S01E01R01,S01E01R01_clip0036,5,2,3,8
S01E01R01,S01E01R01_clip0037,5,2,3,8
S01E01R01,S01E01R01_clip0038,5,3,3,7
S01E01R01,S01E01R01_clip0039,5,3,3,7
S01E01R01,S01E01R01_clip0040,5,2,3,8
S01E01R01,S01E01R01_clip0041,5,2,3,8
S01E01R01,S01E01R01_clip0042,5,2,3,8
S01E01R01,S01E01R01_clip0043,5,3,3,7
S01E01R01,S01E01R01_clip0044,5,3,3,7
S01E01R01,S01E01R01_clip0045,5,4,3,7
S01E01R01,S01E01R01_clip0046,5,4,3,7
S01E01R01,S01E01R01_clip0047,5,4,3,7
S01E01R01,S01E01R01_clip0048,5,4,3,7
S01E01R01,S01E01R01_clip0049,5,4,3,7
S01E01R01,S01E01R01_clip0050,5,4,3,7
S01E01R01,S01E01R01_clip0051,5,3,3,8
S01E01R01,S01E01R01_clip0052,5,3,3,8
S01E01R01,S01E01R01_clip0053,5,3,3,7
S01E01R01,S01E01R01_clip0054,5,3,3,7
S01E01R01,S01E01R01_clip0055,5,3,3,8
S01E01R01,S01E01R01_clip0056,5,3,3,8
S01E01R01,S01E01R01_clip0057,5,3,3,8
S01E01R01,S01E01R01_clip0058,5,3,3,9
S01E01R01,S01E01R01_clip0059,5,3,3,9
S01E01R01,S01E01R01_clip0060,5,2,3,9
S01E01R01,S01E01R01_clip0061,5,2,3,9
S01E01R01,S01E01R01_clip0062,5,4,3,6
S01E01R01,S01E01R01_clip0063,5,5,3,4
S01E01R01,S01E01R01_clip0064,5,5,3,4
S01E01R01,S01E01R01_clip0065,5,5,3,4
S01E01R01,S01E01R01_clip0066,5,5,3,4
S01E01R01,S01E01R01_clip0067,5,5,3,4
S01E01R01,S01E01R01_clip0068,5,5,3,4
S01E01R01,S01E01R01_clip0069,5,5,3,4
S01E01R01,S01E01R01_clip0070,5,5,3,2
S01E01R01,S01E01R01_clip0071,5,5,3,2
S01E01R01,S01E01R01_clip0072,5,5,3,2
S01E01R01,S01E01R01_clip0073,5,5,3,2
S01E01R01,S01E01R01_clip0074,5,5,3,2
S01E01R01,S01E01R01_clip0075,5,5,3,2
S01E01R01,S01E01R01_clip0076,5,5,3,2
S01E01R01,S01E01R01_clip0077,5,5,3,2
S01E01R01,S01E01R01_clip0078,5,5,3,2
S01E01R01,S01E01R01_clip0079,5,5,3,2
S01E01R01,S01E01R01_clip0080,5,5,3,2
S01E01R01,S01E01R01_clip0081,5,5,3,2
S01E01R01,S01E01R01_clip0082,5,5,3,2
S01E01R01,S01E01R01_clip0083,5,5,3,2
S01E01R01,S01E01R01_clip0084,5,5,3,2
S01E01R01,S01E01R01_clip0085,5,5,3,4
S01E01R01,S01E01R01_clip0086,5,5,3,4
S01E01R01,S01E01R01_clip0087,5,5,3,4
S01E01R01,S01E01R01_clip0088,5,5,3,4
S01E01R01,S01E01R01_clip0089,5,5,3,4
S01E01R01,S01E01R01_clip0090,5,5,3,4
S01E01R01,S01E01R01_clip0091,5,5,3,4
S01E01R01,S01E01R01_clip0092,5,5,3,2
S01E01R01,S01E01R01_clip0093,5,5,3,2
S01E01R01,S01E01R01_clip0094,5,5,3,2
S01E01R01,S01E01R01_clip0095,5,5,3,3
S01E01R01,S01E01R01_clip0096,5,5,3,3
S01E01R01,S01E01R01_clip0097,5,5,3,3
S01E01R01,S01E01R01_clip0098,5,5,3,3
S01E01R01,S01E01R01_clip0099,5,5,3,3
S01E01R01,S01E01R01_clip0100,5,5,3,4
S01E01R01,S01E01R01_clip0101,5,3,3,7
S01E01R01,S01E01R01_clip0102,5,3,3,7
S01E01R01,S01E01R01_clip0103,5,2,3,7
S01E01R01,S01E01R01_clip0104,5,2,3,7
S01E01R01,S01E01R01_clip0105,5,3,3,6
S01E01R01,S01E01R01_clip0106,5,3,3,6
S01E01R01,S01E01R01_clip0107,5,3,3,6
S01E01R01,S01E01R01_clip0108,5,4,3,5
S01E01R01,S01E01R01_clip0109,5,4,3,5
S01E01R01,S01E01R01_clip0110,5,4,3,5
S01E01R01,S01E01R01_clip0111,5,4,3,5
S01E01R01,S01E01R01_clip0112,5,3,3,5
S01E01R01,S01E01R01_clip0113,5,3,3,5
S01E01R01,S01E01R01_clip0114,5,3,3,5
S01E01R01,S01E01R01_clip0115,5,5,3,3
S01E01R01,S01E01R01_clip0116,5,4,3,4
S01E01R01,S01E01R01_clip0117,5,4,3,4
S01E01R01,S01E01R01_clip0118,5,4,3,4
S01E01R01,S01E01R01_clip0119,5,4,3,4
S01E01R01,S01E01R01_clip0120,5,4,3,4
S01E01R01,S01E01R01_clip0121,5,4,3,4
S01E01R01,S01E01R01_clip0122,5,4,3,4
S01E01R01,S01E01R01_clip0123,5,4,3,4
S01E01R01,S01E01R01_clip0124,5,4,3,4
S01E01R01,S01E01R01_clip0125,5,4,3,4
S01E01R01,S01E01R01_clip0126,5,4,3,4
S01E01R01,S01E01R01_clip0127,5,4,3,4
S01E01R01,S01E01R01_clip0128,5,5,3,3
S01E01R01,S01E01R01_clip0129,5,5,3,3
S01E01R01,S01E01R01_clip0130,5,5,3,3
S01E01R01,S01E01R01_clip0131,5,5,3,3
S01E01R01,S01E01R01_clip0132,5,5,3,3
S01E01R01,S01E01R01_clip0133,5,5,3,3
S01E01R01,S01E01R01_clip0134,5,5,3,3
S01E01R01,S01E01R01_clip0135,5,5,3,3
S01E01R01,S01E01R01_clip0136,5,5,3,3
S01E01R01,S01E01R01_clip0137,5,5,3,3
S01E01R01,S01E01R01_clip0138,5,5,3,3
S01E01R01,S01E01R01_clip0139,5,3,3,5
S01E01R01,S01E01R01_clip0140,5,5,3,3
S01E01R01,S01E01R01_clip0141,5,5,3,3
S01E01R01,S01E01R01_clip0142,5,5,3,2
S01E01R01,S01E01R01_clip0143,5,5,3,2
S01E01R01,S01E01R01_clip0144,5,5,3,2
S01E01R01,S01E01R01_clip0145,5,5,3,1
S01E01R01,S01E01R01_clip0146,5,5,3,1
S01E01R01,S01E01R01_clip0147,5,5,3,1
S01E01R01,S01E01R01_clip0148,5,5,3,1
S01E01R01,S01E01R01_clip0149,5,5,3,1
S01E01R01,S01E01R01_clip0150,5,5,3,1
S01E01R01,S01E01R01_clip0151,5,5,3,1
S01E01R01,S01E01R01_clip0152,5,5,3,1
S01E01R01,S01E01R01_clip0153,5,4,3,2
S01E01R01,S01E01R01_clip0154,5,5,3,1
S01E01R01,S01E01R01_clip0155,5,5,3,1
S01E01R01,S01E01R01_clip0156,5,5,3,1
S01E01R01,S01E01R01_clip0157,5,5,3,1
S01E01R01,S01E01R01_clip0158,5,5,3,1
S01E01R01,S01E01R01_clip0159,5,5,3,1
S01E01R01,S01E01R01_clip0160,5,5,3,1
S01E01R01,S01E01R01_clip0161,5,5,3,1
S01E01R01,S01E01R01_clip0162,5,5,3,1
S01E01R01,S01E01R01_clip0163,5,5,3,1
S01E01R01,S01E01R01_clip0164,5,3,3,4
S01E01R01,S01E01R01_clip0165,5,4,3,3
S01E01R01,S01E01R01_clip0166,5,5,3,2
S01E01R01,S01E01R01_clip0167,5,5,3,2
S01E01R01,S01E01R01_clip0168,5,5,3,2
S01E01R01,S01E01R01_clip0169,5,5,3,2
S01E01R01,S01E01R01_clip0170,5,5,3,2
S01E01R01,S01E01R01_clip0171,5,5,3,2
S01E01R01,S01E01R01_clip0172,5,5,3,2
S01E01R01,S01E01R01_clip0173,5,5,3,2
S01E01R01,S01E01R01_clip0174,5,5,3,2
S01E01R01,S01E01R01_clip0175,5,5,3,1
S01E01R01,S01E01R01_clip0176,5,5,3,1
S01E01R01,S01E01R01_clip0177,5,5,3,1
S01E01R01,S01E01R01_clip0178,5,5,3,1
S01E01R01,S01E01R01_clip0179,5,4,3,3
S01E01R01,S01E01R01_clip0180,5,4,3,3
S01E01R01,S01E01R01_clip0181,5,4,3,3
S01E01R01,S01E01R01_clip0182,5,4,3,3
S01E01R01,S01E01R01_clip0183,5,4,3,3
S01E01R01,S01E01R01_clip0184,5,4,3,3
S01E01R01,S01E01R01_clip0185,5,4,3,3
S01E01R01,S01E01R01_clip0186,5,5,3,1
S01E01R01,S01E01R01_clip0187,5,5,3,1
S01E01R01,S01E01R01_clip0188,5,5,3,1
S01E01R01,S01E01R01_clip0189,5,5,3,1
S01E01R01,S01E01R01_clip0190,5,5,3,1
S01E01R01,S01E01R01_clip0191,5,5,3,1
S01E01R01,S01E01R01_clip0192,5,5,3,1
S01E01R01,S01E01R01_clip0193,5,5,3,1
S01E01R01,S01E01R01_clip0194,5,5,3,1
S01E01R01,S01E01R01_clip0195,5,5,3,1
S01E01R01,S01E01R01_clip0196,5,5,3,1
S01E01R01,S01E01R01_clip0197,5,5,3,1
S01E01R01,S01E01R01_clip0198,5,5,3,1
S01E01R01,S01E01R01_clip0199,5,5,3,1
S01E01R01,S01E01R01_clip0200,5,5,3,1
S01E01R01,S01E01R01_clip0201,5,5,3,1
S01E01R01,S01E01R01_clip0202,5,5,3,1
S01E01R01,S01E01R01_clip0203,5,5,3,1
S01E01R01,S01E01R01_clip0204,5,5,3,1
S01E01R01,S01E01R01_clip0205,5,4,3,3
S01E01R01,S01E01R01_clip0206,5,4,3,3
S01E01R01,S01E01R01_clip0207,5,4,3,3
S01E01R01,S01E01R01_clip0208,5,4,3,3
S01E01R01,S01E01R01_clip0209,5,4,3,3
S01E01R01,S01E01R01_clip0210,5,4,3,3
S01E01R01,S01E01R01_clip0211,5,4,3,3
S01E01R01,S01E01R01_clip0212,5,4,3,3
S01E01R01,S01E01R01_clip0213,5,4,3,3
S01E01R01,S01E01R01_clip0214,5,4,3,3
S01E01R01,S01E01R01_clip0215,5,4,3,3
S01E01R01,S01E01R01_clip0216,5,4,3,3
S01E01R01,S01E01R01_clip0217,5,5,3,1
S01E01R01,S01E01R01_clip0218,5,5,3,1
S01E01R01,S01E01R01_clip0219,5,5,3,1
S01E01R01,S01E01R01_clip0220,5,4,3,2
S01E01R01,S01E01R01_clip0221,5,4,3,2
S01E01R01,S01E01R01_clip0222,5,4,3,2
S01E01R01,S01E01R01_clip0223,5,4,3,2
S01E01R01,S01E01R01_clip0224,5,4,3,4
S01E01R01,S01E01R01_clip0225,5,4,3,4
S01E01R01,S01E01R01_clip0226,5,4,3,4
S01E01R01,S01E01R01_clip0227,5,4,3,4
S01E01R01,S01E01R01_clip0228,5,4,3,4
S01E01R01,S01E01R01_clip0229,5,4,3,4
S01E01R01,S01E01R01_clip0230,5,4,3,4
S01E01R01,S01E01R01_clip0231,5,4,3,4
S01E01R01,S01E01R01_clip0232,5,2,5,8
S01E01R01,S01E01R01_clip0233,5,3,3,7
S01E01R01,S01E01R01_clip0234,5,3,3,7
S01E01R01,S01E01R01_clip0235,5,3,3,7
S01E01R01,S01E01R01_clip0236,5,3,4,7
S01E01R01,S01E01R01_clip0237,5,3,3,7
S01E01R01,S01E01R01_clip0238,5,3,3,7
S01E01R01,S01E01R01_clip0239,5,3,3,7
S01E01R01,S01E01R01_clip0240,5,3,3,7
S01E01R01,S01E01R01_clip0241,5,3,3,7
S01E01R01,S01E01R01_clip0242,5,3,3,7
S01E01R01,S01E01R01_clip0243,5,3,3,7
S01E01R01,S01E01R01_clip0244,5,3,3,7
S01E01R01,S01E01R01_clip0245,5,2,5,7
S01E01R01,S01E01R01_clip0246,5,2,3,7
S01E01R01,S01E01R01_clip0247,5,2,3,7
S01E01R01,S01E01R01_clip0248,5,2,3,7
S01E01R01,S01E01R01_clip0249,5,2,3,7
S01E01R01,S01E01R01_clip0250,5,2,3,7
S01E01R01,S01E01R01_clip0251,5,2,3,7
S01E01R01,S01E01R01_clip0252,5,2,3,7
S01E01R01,S01E01R01_clip0253,5,2,3,7
S01E01R01,S01E01R01_clip0254,5,3,3,6
S01E01R01,S01E01R01_clip0255,5,3,3,6
S01E01R01,S01E01R01_clip0256,5,3,3,6
S01E01R01,S01E01R01_clip0257,5,3,3,6
S01E01R01,S01E01R01_clip0258,5,3,3,6
S01E01R01,S01E01R01_clip0259,5,3,3,6
S01E01R01,S01E01R01_clip0260,5,3,3,6
S01E01R01,S01E01R01_clip0261,5,3,3,6
S01E01R01,S01E01R01_clip0262,5,3,3,6
S01E01R01,S01E01R01_clip0263,5,3,3,6
S01E01R01,S01E01R01_clip0264,5,3,3,6
S01E01R01,S01E01R01_clip0265,5,3,5,6
S01E01R01,S01E01R01_clip0266,5,3,5,6
S01E01R01,S01E01R01_clip0267,5,4,3,6
S01E01R01,S01E01R01_clip0268,5,4,3,6
S01E01R01,S01E01R01_clip0269,5,4,3,6
S01E01R01,S01E01R01_clip0270,5,4,3,6
S01E01R01,S01E01R01_clip0271,5,4,3,6
S01E01R01,S01E01R01_clip0272,5,4,4,6
S01E01R01,S01E01R01_clip0273,5,4,4,6
S01E01R01,S01E01R01_clip0274,5,4,3,6
S01E01R01,S01E01R01_clip0275,5,4,3,6
S01E01R01,S01E01R01_clip0276,5,4,3,6
S01E01R01,S01E01R01_clip0277,5,4,4,6
S01E01R01,S01E01R01_clip0278,5,4,3,6
S01E01R01,S01E01R01_clip0279,5,4,3,6
S01E01R01,S01E01R01_clip0280,5,3,3,7
S01E01R01,S01E01R01_clip0281,5,3,3,7
S01E01R01,S01E01R01_clip0282,5,3,3,7
S01E01R01,S01E01R01_clip0283,5,3,3,7
S01E01R01,S01E01R01_clip0284,5,3,5,7
S01E01R01,S01E01R01_clip0285,5,3,3,7
S01E01R01,S01E01R01_clip0286,5,3,3,7
S01E01R01,S01E01R01_clip0287,5,3,3,7
S01E01R01,S01E01R01_clip0288,5,3,3,7
S01E01R01,S01E01R01_clip0289,5,3,3,7
S01E01R01,S01E01R01_clip0290,5,3,3,7
S01E01R01,S01E01R01_clip0291,5,3,3,7
S01E01R01,S01E01R01_clip0292,5,3,3,7
S01E01R01,S01E01R01_clip0293,5,3,3,7
S01E01R01,S01E01R01_clip0294,5,3,3,7
S01E01R01,S01E01R01_clip0295,5,3,3,7
S01E01R01,S01E01R01_clip0296,5,3,3,7
S01E01R01,S01E01R01_clip0297,5,3,3,7
S01E01R01,S01E01R01_clip0298,5,3,3,7
S01E01R01,S01E01R01_clip0299,5,3,3,7
S01E01R01,S01E01R01_clip0300,5,3,3,7
S01E01R01,S01E01R01_clip0301,5,3,3,7
S01E01R01,S01E01R01_clip0302,5,3,3,7
S01E01R01,S01E01R01_clip0303,5,3,3,7
S01E01R01,S01E01R01_clip0304,5,3,3,7
S01E01R01,S01E01R01_clip0305,5,3,3,7
S01E01R01,S01E01R01_clip0306,5,3,3,7
S01E01R01,S01E01R01_clip0307,5,3,3,7
S01E01R01,S01E01R01_clip0308,5,2,3,8
S01E01R01,S01E01R01_clip0309,5,2,3,8
S01E01R01,S01E01R01_clip0310,5,2,3,8
S01E01R01,S01E01R01_clip0311,5,2,3,8
S01E01R01,S01E01R01_clip0312,5,2,3,8
S01E01R01,S01E01R01_clip0313,5,2,3,8
S01E01R01,S01E01R01_clip0314,5,2,3,8
S01E01R01,S01E01R01_clip0315,5,2,3,8
S01E01R01,S01E01R01_clip0316,5,2,3,8
S01E01R01,S01E01R01_clip0317,5,2,3,8
S01E01R01,S01E01R01_clip0318,5,2,3,8
S01E01R01,S01E01R01_clip0319,5,2,3,8
S01E01R01,S01E01R01_clip0320,5,2,3,8
S01E01R01,S01E01R01_clip0321,5,2,3,8
S01E01R01,S01E01R01_clip0322,5,4,3,5
S01E01R01,S01E01R01_clip0323,5,4,3,5
S01E01R01,S01E01R01_clip0324,5,4,3,5
S01E01R01,S01E01R01_clip0325,5,4,3,5
S01E01R01,S01E01R01_clip0326,5,4,3,5
S01E01R01,S01E01R01_clip0327,5,4,3,5
S01E01R01,S01E01R01_clip0328,5,4,3,5
S01E01R01,S01E01R01_clip0329,5,4,3,5
S01E01R01,S01E01R01_clip0330,5,4,3,5
S01E01R01,S01E01R01_clip0331,5,4,3,5
S01E01R01,S01E01R01_clip0332,5,5,3,5
S01E01R01,S01E01R01_clip0333,5,5,3,5
S01E01R02,S01E01R02_clip0000,5,5,3,1
S01E01R02,S01E01R02_clip0001,5,5,3,1
S01E01R02,S01E01R02_clip0002,5,5,3,1
S01E01R02,S01E01R02_clip0003,5,5,3,1
S01E01R02,S01E01R02_clip0004,5,5,3,1
S01E01R02,S01E01R02_clip0005,5,5,3,1
S01E01R02,S01E01R02_clip0006,5,5,3,1
S01E01R02,S01E01R02_clip0007,5,5,3,1
S01E01R02,S01E01R02_clip0008,5,5,3,1
S01E01R02,S01E01R02_clip0009,5,5,3,1
S01E01R02,S01E01R02_clip0010,5,5,3,1
S01E01R02,S01E01R02_clip0011,5,5,3,1
S01E01R02,S01E01R02_clip0012,5,5,3,1
S01E01R02,S01E01R02_clip0013,5,5,3,1
S01E01R02,S01E01R02_clip0014,5,5,3,1
S01E01R02,S01E01R02_clip0015,5,5,3,1
S01E01R02,S01E01R02_clip0016,5,5,3,1
S01E01R02,S01E01R02_clip0017,5,5,3,1
S01E01R02,S01E01R02_clip0018,5,5,3,1
S01E01R02,S01E01R02_clip0019,5,5,3,1
S01E01R02,S01E01R02_clip0020,5,5,3,1
S01E01R02,S01E01R02_clip0021,5,5,3,1
S01E01R02,S01E01R02_clip0022,5,5,3,1
S01E01R02,S01E01R02_clip0023,5,5,3,1
S01E01R02,S01E01R02_clip0024,5,5,3,1
S01E01R02,S01E01R02_clip0025,5,5,3,1
S01E01R02,S01E01R02_clip0026,5,5,3,1
S01E01R02,S01E01R02_clip0027,5,5,3,1
S01E01R02,S01E01R02_clip0028,5,5,3,1
S01E01R02,S01E01R02_clip0029,5,5,3,1
S01E01R02,S01E01R02_clip0030,5,5,3,2
S01E01R02,S01E01R02_clip0031,5,5,3,2
S01E01R02,S01E01R02_clip0032,5,5,3,2
S01E01R02,S01E01R02_clip0033,5,5,3,2
S01E01R02,S01E01R02_clip0034,5,5,3,2
S01E01R02,S01E01R02_clip0035,5,5,3,2
S01E01R02,S01E01R02_clip0036,5,6,3,2
S01E01R02,S01E01R02_clip0037,5,6,3,2
S01E01R02,S01E01R02_clip0038,5,6,3,2
S01E01R02,S01E01R02_clip0039,5,6,3,2
S01E01R02,S01E01R02_clip0040,5,4,3,2
S01E01R02,S01E01R02_clip0041,5,4,3,2
S01E01R02,S01E01R02_clip0042,5,4,3,2
S01E01R02,S01E01R02_clip0043,5,4,3,2
S01E01R02,S01E01R02_clip0044,5,4,3,2
S01E01R02,S01E01R02_clip0045,5,4,3,2
S01E01R02,S01E01R02_clip0046,5,4,3,2
S01E01R02,S01E01R02_clip0047,5,4,3,2
S01E01R02,S01E01R02_clip0048,5,4,3,2
S01E01R02,S01E01R02_clip0049,5,6,3,3
S01E01R02,S01E01R02_clip0050,5,6,3,3
S01E01R02,S01E01R02_clip0051,5,6,3,3
S01E01R02,S01E01R02_clip0052,5,6,3,4
S01E01R02,S01E01R02_clip0053,5,6,3,4
S01E01R02,S01E01R02_clip0054,5,6,3,4
S01E01R02,S01E01R02_clip0055,5,6,3,4
S01E01R02,S01E01R02_clip0056,5,6,3,4
S01E01R02,S01E01R02_clip0057,5,4,3,5
S01E01R02,S01E01R02_clip0058,5,4,3,5
S01E01R02,S01E01R02_clip0059,5,3,3,4
S01E01R02,S01E01R02_clip0060,5,3,3,4
S01E01R02,S01E01R02_clip0061,5,3,3,4
S01E01R02,S01E01R02_clip0062,5,5,3,4
S01E01R02,S01E01R02_clip0063,5,5,3,4
S01E01R02,S01E01R02_clip0064,5,5,3,4
S01E01R02,S01E01R02_clip0065,5,5,3,4
S01E01R02,S01E01R02_clip0066,5,5,3,4
S01E01R02,S01E01R02_clip0067,5,5,3,4
S01E01R02,S01E01R02_clip0068,5,5,3,4
S01E01R02,S01E01R02_clip0069,5,5,3,4
S01E01R02,S01E01R02_clip0070,5,5,3,4
S01E01R02,S01E01R02_clip0071,5,5,3,3
S01E01R02,S01E01R02_clip0072,5,5,3,3
S01E01R02,S01E01R02_clip0073,5,5,3,2
S01E01R02,S01E01R02_clip0074,5,5,3,2
S01E01R02,S01E01R02_clip0075,5,5,3,2
S01E01R02,S01E01R02_clip0076,5,5,3,2
S01E01R02,S01E01R02_clip0077,5,6,3,2
S01E01R02,S01E01R02_clip0078,5,6,3,2
S01E01R02,S01E01R02_clip0079,5,5,3,4
S01E01R02,S01E01R02_clip0080,5,5,3,4
S01E01R02,S01E01R02_clip0081,5,6,3,4
S01E01R02,S01E01R02_clip0082,5,6,3,4
S01E01R02,S01E01R02_clip0083,5,6,3,4
S01E01R02,S01E01R02_clip0084,5,6,3,5
S01E01R02,S01E01R02_clip0085,5,4,3,6
S01E01R02,S01E01R02_clip0086,5,7,3,5
S01E01R02,S01E01R02_clip0087,5,7,3,5
S01E01R02,S01E01R02_clip0088,5,7,3,5
S01E01R02,S01E01R02_clip0089,5,7,3,5
S01E01R02,S01E01R02_clip0090,5,7,3,5
S01E01R02,S01E01R02_clip0091,5,4,3,6
S01E01R02,S01E01R02_clip0092,5,4,3,6
S01E01R02,S01E01R02_clip0093,5,4,3,6
S01E01R02,S01E01R02_clip0094,5,4,3,6
S01E01R02,S01E01R02_clip0095,5,4,3,6
S01E01R02,S01E01R02_clip0096,5,4,3,6
S01E01R02,S01E01R02_clip0097,5,4,3,6
S01E01R02,S01E01R02_clip0098,5,4,3,6
S01E01R02,S01E01R02_clip0099,5,4,3,6
S01E01R02,S01E01R02_clip0100,5,4,3,6
S01E01R02,S01E01R02_clip0101,5,4,3,6
S01E01R02,S01E01R02_clip0102,5,4,3,6
S01E01R02,S01E01R02_clip0103,5,4,3,6
S01E01R02,S01E01R02_clip0104,5,4,3,6
S01E01R02,S01E01R02_clip0105,5,4,3,6
S01E01R02,S01E01R02_clip0106,5,4,3,6
